mean_dist_day,mean_over_speed_perc,cluster
191.03,1,1
199.33,9,1
206.15,14,1
170.85,16,1
137.67,4,1
197.27,14,1
148.83,1,1
181.67,8,1
166.1,18,1
185.73,3,1
184.66,8,1
175.8,7,1
189.2,4,1
205.78,9,1
156.87,16,1
185.54,8,1
186.14,11,1
183.3,16,1
190.39,13,1
166.15,11,1
162.71,10,1
189.62,8,1
212.42,7,1
186.3,9,1
152.55,17,1
174.29,10,1
146.35,16,1
134.81,20,1
191.22,8,1
187.7,17,1
219.29,17,1
206.59,10,1
218.79,8,1
171.7,14,1
168.33,10,1
160.71,11,1
217.76,4,1
140.49,7,1
170.73,11,1
196.13,17,1
170.58,22,1
160.52,19,1
181.77,18,1
195.7,12,1
159.86,9,1
162.96,22,1
177.53,4,1
179.4,2,1
156.38,6,1
196.12,8,1
204.96,7,1
184.1,19,1
186.88,9,1
193.86,6,1
171.51,8,1
169.25,9,1
155.86,6,1
176.54,3,1
168.36,13,1
149.91,5,1
189.38,6,1
194.15,12,1
186.47,10,1
185.5,13,1
186.69,15,1
179.23,6,1
158.05,8,1
189.13,6,1
181.82,6,1
150.31,14,1
177.95,8,1
160.49,6,1
184.62,6,1
197.02,8,1
184.32,11,1
195.47,14,1
191.27,8,1
208.19,17,1
178.37,6,1
169.24,4,1
166.62,14,1
189.78,17,1
145.39,15,1
164.47,10,1
163.39,6,1
159.11,15,1
169.56,17,1
188.25,18,1
184.12,7,1
199.37,7,1
175.81,8,1
175.06,9,1
190.85,9,1
188.89,1,1
192.77,14,1
179.24,7,1
170.86,7,1
171.29,19,1
168.9,5,1
161.76,5,1
169.54,12,1
173.72,10,1
180.98,8,1
181.89,17,1
172.85,13,1
244.79,9,1
176.79,8,1
148.44,7,1
216.66,9,1
161.14,10,1
183.38,3,1
175.29,11,1
167.02,10,1
234.09,7,1
168.98,14,1
242.37,15,1
160.78,11,1
190.56,11,1
195.33,14,1
196.23,4,1
209.76,15,1
172.78,5,1
201.99,15,1
162.56,13,1
191.81,7,1
170.72,1,1
189.45,21,1
189.77,16,1
201.69,14,1
191.59,12,1
154.93,14,1
149.19,16,1
165.07,12,1
156.57,7,1
162.34,9,1
177.82,12,1
205.07,15,1
155.83,10,1
181.53,13,1
195.87,3,1
170.3,6,1
167.89,15,1
187.17,7,1
153.81,18,1
164.53,7,1
174.81,13,1
152.1,10,1
157.26,18,1
203.03,10,1
172.78,8,1
164.95,11,1
182.99,5,1
170.9,0,1
150.57,15,1
187.45,4,1
135.98,14,1
187.55,5,1
241.71,22,1
168.04,12,1
156.01,14,1
189.75,9,1
178.42,3,1
211.26,6,1
171.7,12,1
145.07,6,1
194.55,6,1
157.26,10,1
153.34,9,1
193.78,6,1
200.72,20,1
193.21,14,1
176.23,16,1
172.11,12,1
193.31,8,1
174.3,12,1
164.4,10,1
162.68,5,1
173.55,3,1
172.15,8,1
202.84,17,1
197.95,10,1
167.21,5,1
136.52,13,1
199.92,0,1
152.09,24,1
170.87,15,1
137.16,16,1
164.38,8,1
212.41,12,1
163.36,15,1
158.31,4,1
162.26,14,1
211.99,6,1
160.26,20,1
228.96,13,1
182.69,11,1
162.8,11,1
193.58,16,1
161.26,10,1
201.12,19,1
181.35,13,1
168.64,9,1
175.58,9,1
160.2,9,1
192.22,6,1
197.6,10,1
189.82,7,1
205.8,13,1
193.33,12,1
132.03,15,1
190.33,14,1
173.9,11,1
179.11,6,1
209.64,7,1
161.9,15,1
166.62,9,1
161.64,10,1
162.9,10,1
178.88,10,1
171.97,12,1
179.56,17,1
188.59,16,1
151.09,13,1
194.87,8,1
200.21,5,1
196.39,6,1
193.05,11,1
183.61,6,1
166.8,8,1
190.45,14,1
184.29,7,1
197.44,15,1
170.72,7,1
168.56,5,1
168.22,9,1
165.22,16,1
143.37,10,1
224.24,16,1
173.49,8,1
190.04,16,1
178.39,11,1
194.68,2,1
170.72,1,1
181.64,17,1
207.34,9,1
189.85,9,1
142.83,5,1
168.14,1,1
161.94,9,1
151.65,1,1
177.29,10,1
173.02,3,1
182.6,10,1
208.78,11,1
160.5,14,1
170.45,1,1
164.37,7,1
180.1,14,1
192.31,12,1
167.88,6,1
231.57,13,1
189.68,10,1
192.61,10,1
218.21,11,1
168.88,14,1
150,8,1
178.17,10,1
190.84,1,1
211.34,15,1
161.98,9,1
208.42,7,1
185.7,17,1
165.15,9,1
166.68,14,1
213.12,3,1
217.91,3,1
159.47,22,1
176.44,5,1
173.35,6,1
194.1,4,1
176.01,16,1
193.08,9,1
180.84,21,1
191.52,9,1
141.96,15,1
154.33,3,1
185.15,10,1
185.38,7,1
208.96,18,1
176.97,4,1
162.58,1,1
184.14,9,1
154.74,1,1
180.91,11,1
184.74,1,1
186.24,4,1
181.3,11,1
180.36,13,1
163.72,6,1
177.04,6,1
154.59,19,1
196.37,17,1
219.84,15,1
189.97,3,1
168.09,5,1
190.94,20,1
192.12,16,1
218.67,1,1
188.26,14,1
200.32,9,1
188.22,12,1
207.01,18,1
173.38,11,1
161.51,5,1
169.75,5,1
169.66,11,1
150.46,14,1
176.96,23,1
200.62,8,1
197.08,14,1
196.95,11,1
116.58,4,1
174.58,5,1
187.16,11,1
184.46,4,1
170.72,15,1
168.24,10,1
187.67,17,1
218.58,9,1
155.02,9,1
153.84,9,1
180.65,16,1
168.76,7,1
153.5,1,1
159.53,15,1
207.44,13,1
229.3,15,1
180.6,13,1
165.09,4,1
205.4,11,1
171.19,10,1
188.24,3,1
189.25,7,1
160.94,13,1
185.58,3,1
171.79,6,1
179.7,9,1
193.68,8,1
195.95,4,1
169.72,6,1
207.05,13,1
205.62,11,1
166.64,11,1
168.34,9,1
185.5,13,1
191.31,7,1
140.59,3,1
188.61,9,1
167.46,11,1
186.26,4,1
188.34,18,1
157.73,12,1
175.69,16,1
134.54,10,1
190.28,10,1
168.01,3,1
188.49,11,1
164.43,12,1
186.42,14,1
201.97,17,1
201.38,1,1
196.34,9,1
171.64,16,1
183.96,6,1
192.31,8,1
180.63,12,1
194.13,11,1
175.76,5,1
163.89,8,1
164.29,12,1
170.9,15,1
166.87,15,1
164.77,6,1
184.45,12,1
191.82,7,1
183.61,14,1
171.42,4,1
186.55,8,1
200.37,6,1
166.72,9,1
192.38,10,1
151.88,4,1
196.56,1,1
172.43,11,1
169.64,9,1
177.33,1,1
156.76,15,1
165.76,5,1
176.43,11,1
159.11,16,1
186.67,15,1
169.32,10,1
177.78,11,1
180.73,1,1
202.18,1,1
159.31,10,1
166.8,10,1
177.09,7,1
170.6,3,1
190.14,13,1
201.05,9,1
174.91,14,1
168.01,15,1
152.99,6,1
145.17,15,1
174.44,9,1
181.52,14,1
185.27,9,1
176.37,11,1
159.92,15,1
150.21,1,1
152.6,15,1
197.71,9,1
174.78,4,1
156.2,4,1
174.5,6,1
210.4,10,1
200.05,9,1
164.96,5,1
176.5,11,1
192.86,21,1
188.22,8,1
178.57,17,1
203.38,8,1
192.32,14,1
176.15,9,1
156.61,20,1
176.51,14,1
190.66,7,1
154.62,5,1
162.97,15,1
207.96,7,1
176.65,11,1
164.56,0,1
203.41,7,1
182.19,15,1
201.68,16,1
135.38,8,1
153.45,1,1
182.71,11,1
177.44,4,1
208.52,5,1
175.58,11,1
161.6,6,1
168.09,12,1
168.77,10,1
158.86,14,1
182.16,6,1
199.42,8,1
172.99,10,1
182.44,10,1
166.96,8,1
153.58,12,1
185.68,18,1
214.8,20,1
185.39,20,1
169.35,19,1
181.75,10,1
159.89,17,1
196.52,12,1
169.65,14,1
192.21,8,1
180.29,20,1
222.08,11,1
165.1,13,1
212.75,9,1
170.64,13,1
196.2,14,1
189.99,12,1
208.96,10,1
219.39,1,1
188.25,10,1
187.13,12,1
187.28,8,1
192.74,13,1
211.2,8,1
189.88,9,1
165.58,6,1
191.88,7,1
194.22,12,1
167.22,2,1
185.37,14,1
203.8,22,1
167.05,10,1
177.48,19,1
170.22,16,1
209.76,18,1
160.04,10,1
176.17,5,1
170.91,12,1
176.14,5,1
168.03,9,1
